,0
408,249370207
409,168862531
410,254789522
411,314535735
412,274327000
413,281714595
414,276131191
415,308206168
416,298690393
417,290834603
418,270740792
419,312791579
420,84603777
421,317471510
422,317287386
423,315220763
424,294405745
425,314058742
426,306777213
427,313269887
428,318623642
429,313732878
430,268380595
431,314895474
432,44875615
433,317087443
434,314061271
435,317097554
436,317385254
437,318847906
438,318929520
439,318803457
440,319250170
441,308328754
442,2855509
443,310813322
444,313737297
445,327897
446,271352572
447,99559222
448,252082699
449,286141908
450,126245245
451,314457177
452,291860732
453,307684772
454,187866365
455,311485157
456,5900573
457,303442113
458,289965264
459,313806279
460,199732285
461,279820592
462,82134282
463,285128673
464,283375022
465,285484394
466,285886799
467,292867927
468,217795781
469,274036873
470,63790723
471,173814723
472,6667552
473,303701071
474,186553413
475,265421125
476,302206175
477,285484714
478,253247567
479,147997555
480,292100916
481,116048223
482,312686667
483,175466135
484,56163415
485,250060684
486,274330693
487,266764104
488,310592580
489,137819324
490,145518453
491,293960757
492,265511924
493,308832802
494,314794654
495,110154559
496,315354039
497,5811775
498,296749514
499,312155726
500,314401254
501,314523000
502,4097870
503,307911343
504,307633404
505,307955196
506,315013771
507,307825004
508,317386191
509,310881850
510,307414150
511,318680749
512,294635752
513,316087147
514,317802120
515,289336411
516,319541147
517,309279483
518,319598717
519,317704862
520,318776060
521,317515286
522,318920041
523,318855246
524,319183577
525,118098362
526,284243232
527,283304236
528,66882840
529,282921710
530,303776532
531,238279310
532,247785
533,116075916
534,263598217
535,267585
536,312174758
537,17956653
538,108823169
539,21131807
540,86076979
541,36172115
542,263668470
543,286781886
544,964169
545,556879
546,97799616
547,284128189
548,308648302
549,569967
550,194738958
551,277694940
552,296388709
553,289273600
554,309861387
555,256861843
556,259675310
557,309275830
558,271943651
559,282719107
560,281761438
561,250927541
562,6209806
563,171706569
564,47109665
565,289700069
566,13491973
567,298206993
568,311051644
569,8366754
570,264028980
571,295285605
572,258525822
573,254008298
574,312178327
575,314901463
576,316401147
577,272352535
578,294229981
579,256841971
580,236418411
581,265381167
582,47284045
583,314780731
584,301790634
585,293216586
586,189504024
587,221417284
588,302941203
589,265439302
590,317047184
591,269357077
592,316088644
593,312674390
594,316059994
595,315411736
596,314956557
597,314951878
598,312189032
599,316031636
600,315171318
601,53125409
602,314403367
603,317403465
604,316792366
605,314579310
606,319109716
607,315990317
608,262373449
609,313168749
610,302117186
611,317909542
612,315185175
613,316060472
614,314952509
615,311011343
616,317519316
617,294620454
618,274125268
619,317483338
620,301386475
621,317376950
622,317377697
623,292470400
624,311377838
625,317328880
626,316746535
627,318369082
628,314827688
629,315813822
630,318797576
631,318884248
632,318847824
633,319154482
634,319148989
635,294457778
636,166283261
637,293276268
638,189617899
639,306333657
640,300351055
641,273049814
642,939803
643,171705495
644,876935
645,205650070
646,311368956
647,124108314
648,276093503
649,281995082
650,278845793
651,289096453
652,310180872
653,8873486
654,181162857
655,272183025
656,187813794
657,287345361
658,295631436
659,211084427
660,291895356
661,176801568
662,111115228
663,284203453
664,293773104
665,179616516
666,313150852
667,96090551
668,304615084
669,295074039
670,283311959
671,94881074
672,265564975
673,147894467
674,253565255
675,143228357
676,269641063
677,278527137
678,4891789
679,297238061
680,301762059
681,242097210
682,92058106
683,307654607
684,173788959
685,264232966
686,7664666
687,259097620
688,315600003
689,296112498
690,309233428
691,300644834
692,306832268
693,301751634
694,192252755
695,313739082
696,312903001
697,261949340
698,306486922
699,303337561
700,284468102
701,299458259
702,314272623
703,305095894
704,316070396
705,59375756
706,82498605
707,112579016
708,11296806
709,290594040
710,312274287
711,311824428
712,308209865
713,187811055
714,315595902
715,164517694
716,311924639
717,285078768
718,267629858
719,204217910
720,284309557
721,309898602
722,303677677
723,317443074
724,315598121
725,141297180
726,297476276
727,275681323
728,294235895
729,303311557
730,315602204
731,316501354
732,254262748
733,308823274
734,266026025
735,314554661
736,315359792
737,299520992
738,56382147
739,316140026
740,316309233
741,316755413
742,162341511
743,317252092
744,311965446
745,255863546
746,313621441
747,293223600
748,301418247
749,278587027
750,319168148
751,287149675
752,305688884
753,309862787
754,295378646
755,317703023
756,303880600
757,290423540
758,147942701
759,315994022
760,313959922
761,316311494
762,312942771
763,316431074
764,311051537
765,237977239
766,317013492
767,316726958
768,318304114
769,175980757
770,317467719
771,316300207
772,13080737
773,318804159
774,316298596
775,318367725
776,318716102
777,315362478
778,304080895
779,318699122
780,316143729
781,317402586
782,318320240
783,317906357
784,319537307
785,319128899
786,212032029
787,318880429
788,319542129
789,319301217
790,318776158
791,319381580
792,305169068
793,304076281
794,246075391
795,259688314
796,184536718
797,252440122
798,291754559
799,67266574
800,247906056
801,267618918
802,210117981
803,307205266
804,277380404
805,238247221
806,310586356
807,36120996
808,282055971
809,287323943
810,894111
811,306388103
812,193890896
813,271348380
814,305082541
815,176588902
816,297847408
817,290461604
818,270304512
819,71143243
820,118453818
821,95463333
822,282100167
823,64914190
824,251549846
825,566146
826,302939277
827,312890909
828,20648680
829,301155054
830,857173
831,298022393
832,274364114
833,110488093
834,109059905
835,488299
836,135377942
837,286608685
838,306399016
839,123068578
840,254490149
841,310983814
842,198038371
843,229570199
844,301515421
845,201687628
846,302712573
847,6028728
848,239955198
849,260122251
850,202658568
851,303910752
852,306466792
853,309556562
854,310338196
855,268393736
856,59448325
857,235698335
858,220189630
859,16834621
860,183924252
861,285828758
862,258625036
863,275407385
864,303525747
865,140091472
866,276626921
867,243627561
868,307685080
869,128430018
870,287275736
871,278204907
872,291533867
873,293010089
874,567272
875,219516205
876,107092558
877,315992409
878,100464498
879,100414391
880,310575224
881,263512539
882,308819980
883,207832618
884,99634107
885,303017638
886,307270709
887,282893607
888,173525395
889,307495526
890,250552271
891,168709885
892,4626136
893,298254215
894,311165532
895,281417063
896,292471080
897,39159626
898,309344356
899,315291979
900,246288400
901,25041408
902,303824277
903,274260144
904,290086027
905,108390821
906,303334439
907,99952837
908,228975107
909,248339002
910,314959789
911,133643087
912,296076330
913,255669430
914,285057425
915,7447533
916,300684447
917,297115948
918,53065621
919,316785554
920,295079818
921,258365053
922,7522447
923,123719856
924,279057642
925,131765156
926,77363773
927,312948208
928,56868816
929,311330067
930,229319002
931,114165250
932,281426402
933,315215126
934,66508884
935,270403388
936,316990576
937,291880490
938,107475941
939,112459324
940,67216907
941,183462505
942,281019529
943,309339195
944,292656539
945,279206212
946,301412273
947,303523915
948,297626221
949,114433023
950,308205632
951,302632561
952,235082334
953,288622169
954,33334511
955,184483606
956,304941531
957,893548
958,272178431
959,86565255
960,295219997
961,275397597
962,296976761
963,310858189
964,250060875
965,272726633
966,292615150
967,237535775
968,275516176
969,306785709
970,300840140
971,293189147
972,313587844
973,315306365
974,250060896
975,286284525
976,315563605
977,306342773
978,284703091
979,79482693
980,252423328
981,605166
982,314554515
983,33634333
984,311149298
985,297158525
986,306780666
987,292542412
988,306340438
989,273111361
990,315677901
991,284485814
992,313801140
993,293736093
994,284164035
995,312893052
996,293774145
997,307283068
998,125418198
999,256801625
1000,309352744
1001,315598764
1002,284727699
1003,301182480
1004,294455165
1005,316116898
1006,311963199
1007,261791205
1008,316116026
1009,273132803
1010,277938138
1011,312156474
1012,292067164
1013,301040760
1014,241117200
1015,284535113
1016,268958786
1017,278102059
1018,310583713
1019,313801676
1020,313560897
1021,34339005
1022,303043569
1023,314899995
1024,271720328
1025,291502293
1026,317255859
1027,317337987
1028,102972882
1029,21251601
1030,315991838
1031,317017882
1032,316120539
1033,315702601
1034,315374481
1035,248492136
1036,13846928
1037,291806562
1038,317988535
1039,168972569
1040,311574334
1041,250370942
1042,318185500
1043,317415287
1044,314240724
1045,316325544
1046,260693138
1047,313135349
1048,260050095
1049,202374350
1050,315546402
1051,200051422
1052,302767655
1053,319595152
1054,289556892
1055,314249192
1056,297447571
1057,236527622
1058,317300266
1059,316299243
1060,315606837
1061,313267814
1062,304156309
1063,316355877
1064,312884335
1065,302680317
1066,318168830
1067,315724121
1068,208992255
1069,318151114
1070,308821282
1071,318396107
1072,318698645
1073,313378858
1074,318775399
1075,317929536
1076,313315908
1077,312492425
1078,319154337
1079,314811186
1080,317934368
1081,316745947
1082,316824500
1083,319243346
1084,319155064
1085,319281241
1086,319281395
1087,318446714
1088,319321176
1089,319301378
1090,318917153
1091,292824466
1092,272169233
1093,257954281
1094,299013710
1095,278405759
1096,303356655
1097,273107886
1098,193139207
1099,229355
1100,184185002
1101,260173566
1102,414667
1103,2117369
1104,292185112
1105,177611574
1106,282003955
1107,2462935
1108,556401
1109,302556644
1110,6524137
1111,267930208
1112,281594634
1113,299917820
1114,281994590
1115,196923009
1116,308725368
1117,292211662
1118,250399431
1119,2117383
1120,281634223
1121,294615354
1122,246228473
1123,255228329
1124,3093393
1125,193862150
1126,291534722
1127,302001058
1128,306208963
1129,276599355
1130,27904047
1131,297220375
1132,292938924
1133,270082972
1134,297273308
1135,194731974
1136,308611888
1137,32817746
1138,270818177
1139,15547157
1140,257348673
1141,210389831
1142,143279902
1143,266513946
1144,112314933
1145,123052752
1146,285076461
1147,381600
1148,272250116
1149,33558938
1150,294615240
1151,292642606
1152,87628040
1153,292046218
1154,145510147
1155,56037534
1156,67581309
1157,224211
1158,292465357
1159,149254863
1160,4250919
1161,294960244
1162,299961838
1163,174470429
1164,107883233
1165,258916891
1166,976448
1167,290203732
1168,71143824
1169,292506726
1170,305929645
1171,45834844
1172,61657129
1173,852619
1174,275881471
1175,300430521
1176,282099749
1177,282617330
1178,256768325
1179,272574793
1180,11918654
1181,293005226
1182,146443024
1183,34465476
1184,306182724
1185,265658321
1186,15936468
1187,274047888
1188,304589367
1189,199026488
1190,32536534
1191,39290242
1192,227397558
1193,175784294
1194,64012694
1195,285030854
1196,310566377
1197,305391670
1198,297987087
1199,284133782
1200,497349
1201,99025992
1202,274302653
1203,310374497
1204,299408286
1205,234073854
1206,48432425
1207,897875
1208,304075114
1209,254060793
1210,40711053
1211,240824460
1212,292683336
1213,189556206
1214,258595274
1215,156206583
1216,203995991
1217,223316268
1218,232269737
1219,277939519
1220,260214409
1221,296535941
1222,166282809
1223,74920583
1224,237994947
1225,307984319
1226,293181998
1227,283860966
1228,649758
1229,195564832
1230,273320142
1231,305147503
1232,300740713
1233,272108582
1234,193202857
1235,300366970
1236,254996529
1237,313703799
1238,302583388
1239,55336150
1240,309125370
1241,284956383
1242,315994462
1243,297691463
1244,301185033
1245,11598737
1246,299095099
1247,569710
1248,128521333
1249,290576058
1250,266276154
1251,315321357
1252,304745304
1253,214314642
1254,312180921
1255,273884795
1256,292543228
1257,100677898
1258,8879273
1259,267142850
1260,296837746
1261,4427054
1262,250117892
1263,93309801
1264,247003552
1265,2366138
1266,272251382
1267,216338115
1268,82132164
1269,304358387
1270,305622732
1271,301761417
1272,296379722
1273,304957274
1274,4811237
1275,231319525
1276,190996450
1277,31214662
1278,39818372
1279,281598343
1280,10220021
1281,124566295
1282,141109166
1283,312816128
1284,175303445
1285,187418134
1286,11804009
1287,284856695
1288,301918953
1289,15143420
1290,118802137
1291,295486970
1292,215684212
1293,235500500
1294,311328566
1295,286611930
1296,313833045
1297,234218689
1298,281662922
1299,259678552
1300,295664459
1301,31619794
1302,179157412
1303,272636672
1304,156431933
1305,301055274
1306,269828862
1307,262954727
1308,7672499
1309,298207531
1310,15418330
1311,306180325
1312,312892592
1313,298040331
1314,311997769
1315,309624838
1316,288855091
1317,615857
1318,117918574
1319,296437522
1320,277437711
1321,187332414
1322,288532454
1323,307439988
1324,267000815
1325,206516143
1326,307384572
1327,7601355
1328,15145714
1329,82197636
1330,305340138
1331,296184931
1332,2879161
1333,303157400
1334,302759067
1335,313799925
1336,234270136
1337,316856583
1338,113507552
1339,266776696
1340,282658455
1341,298698658
1342,310882144
1343,296253732
1344,256944580
1345,310931797
1346,251881497
1347,259678555
1348,222100096
1349,297824808
1350,309927469
1351,6151095
1352,303476947
1353,316098515
1354,267453572
1355,239381794
1356,257982234
1357,276662690
1358,179739951
1359,144614511
1360,43132954
1361,258119112
1362,299624198
1363,289036118
1364,3666576
1365,171903285
1366,250061002
1367,312814494
1368,312220428
1369,99643190
1370,259547423
1371,314022629
1372,245495487
1373,313194625
1374,271289542
1375,314781069
1376,295663576
1377,315553355
1378,87384033
1379,118894666
1380,43656433
1381,298638134
1382,296538651
1383,163219057
1384,310197551
1385,287715380
1386,305342327
1387,272558468
1388,302758700
1389,317843789
1390,190329548
1391,311382992
1392,49222268
1393,236776687
1394,311966623
1395,255677752
1396,300647914
1397,314044625
1398,313322897
1399,183879068
1400,273706364
1401,202292526
1402,233816093
1403,299639853
1404,51342739
1405,317750051
1406,119631920
1407,301073978
1408,246058876
1409,32093507
1410,302138460
1411,297227197
1412,291742649
1413,272792745
1414,301839648
1415,297650989
1416,305658362
1417,243165017
1418,310374467
1419,236159138
1420,20211121
1421,303156076
1422,280384774
1423,303301838
1424,289034131
1425,292702015
1426,69334474
1427,256141870
1428,296803395
1429,187610807
1430,305853327
1431,283092007
1432,26224876
1433,258424885
1434,45840696
1435,312399536
1436,112893505
1437,253593914
1438,117666248
1439,184672265
1440,298252587
1441,236273942
1442,279377518
1443,248192576
1444,265576428
1445,302242188
1446,307525278
1447,314639047
1448,298066809
1449,302643080
1450,193624244
1451,234797406
1452,314517203
1453,162009937
1454,297701730
1455,204929075
1456,278530391
1457,294232248
1458,297912302
1459,310565473
1460,311324364
1461,305656631
1462,2246040
1463,304404993
1464,306813049
1465,314837494
1466,314112674
1467,260111836
1468,294561408
1469,139345508
1470,247282469
1471,305716271
1472,258162742
1473,217732882
1474,281782288
1475,172303036
1476,313588095
1477,310981179
1478,291524383
1479,317405764
1480,61743482
1481,265384752
1482,127828153
1483,312001570
1484,280833007
1485,283950671
1486,295079763
1487,308688480
1488,291684433
1489,213451791
1490,314196665
1491,261710572
1492,246859012
1493,316790036
1494,280330797
1495,136588548
1496,38944310
1497,248196150
1498,315985807
1499,313807653
1500,168315562
1501,292317034
1502,317487210
1503,285124132
1504,315803684
1505,297621408
1506,191680994
1507,221108505
1508,289082892
1509,306828740
1510,316930410
1511,137104594
1512,280409022
1513,235334727
1514,292993879
1515,315679600
1516,98583477
1517,283322414
1518,314496377
1519,306780607
1520,163213634
1521,313193162
1522,304796227
1523,187484526
1524,241293595
1525,301180002
1526,31594955
1527,315598441
1528,304745641
1529,303153294
1530,291549329
1531,175227889
1532,270770142
1533,201291989
1534,282497305
1535,100442146
1536,299406878
1537,235091293
1538,250599362
1539,271385022
1540,38737493
1541,260174873
1542,314543507
1543,995869
1544,315171464
1545,299437678
1546,301075502
1547,316134286
1548,255220242
1549,184170526
1550,217734272
1551,314577550
1552,251518232
1553,130378350
1554,152715058
1555,316492842
1556,243635301
1557,167242388
1558,132753899
1559,298646761
1560,276402671
1561,313976736
1562,317010771
1563,215023678
1564,318440493
1565,189250415
1566,316300479
1567,317102556
1568,270315883
1569,310425979
1570,251227955
1571,317906305
1572,317267780
1573,98629977
1574,316728010
1575,57139488
1576,308331199
1577,290140718
1578,318458133
1579,260350592
1580,144134616
1581,316931786
1582,315739284
1583,263173075
1584,317970118
1585,314534451
1586,284854270
1587,312421896
1588,60859296
1589,315207183
1590,303822671
1591,312758815
1592,313794957
1593,291246433
1594,316116395
1595,313547829
1596,243241259
1597,318471564
1598,300656041
1599,90536565
1600,193225099
1601,318850915
1602,315045028
1603,314109339
1604,54082709
1605,305851503
1606,318809103
1607,317456183
1608,26551194
1609,318339191
1610,318310225
1611,277458075
1612,234333654
1613,317870712
1614,258364833
1615,317246484
1616,289181958
1617,318645391
1618,259678433
1619,318182117
1620,318698389
1621,305169494
1622,59131720
1623,317488430
1624,300787320
1625,316809373
1626,106509385
1627,317701819
1628,313769320
1629,315828260
1630,318856760
1631,313769677
1632,319695731
1633,319686643
1634,319539891
1635,272283763
1636,318866497
1637,318456782
1638,319395488
1639,319106184
1640,315442889
1641,310628492
1642,319306391
1643,318628917
1644,319304209
1645,319372986
1646,319303441
1647,318882999
1648,318337170
1649,287405261
1650,2909427
1651,278490738
1652,282916802
1653,80999699
1654,6290715
1655,293212327
1656,880802
1657,386212
1658,296919110
1659,303308485
1660,300411023
1661,66586468
1662,179157234
1663,241323038
1664,7624109
1665,12010998
1666,4191264
1667,289967859
1668,275249634
1669,94996263
1670,240345812
1671,297458651
1672,287588278
1673,282031109
1674,8492021
1675,522759
1676,53205774
1677,309558339
1678,137092269
1679,107797538
1680,298831569
1681,38194105
1682,256470670
1683,36207022
1684,872358
1685,466004
1686,58740055
1687,306128288
1688,300285033
1689,288356069
1690,299900075
1691,116836634
1692,263587554
1693,263586748
1694,46346207
1695,11237852
1696,234817121
1697,6123052
1698,293487398
1699,4244397
1700,272507
1701,105844959
1702,285827533
1703,302266477
1704,242608249
1705,297163629
1706,311091278
1707,238352181
1708,57033792
1709,295613658
1710,294056447
1711,288185577
1712,281444303
1713,22102826
1714,303139363
1715,172168625
1716,317906908
1717,285824432
1718,302982787
1719,255663487
1720,300225768
1721,299459173
1722,256550814
1723,9189
1724,100373799
1725,251805982
1726,229916352
1727,247906229
1728,297561531
1729,209147603
1730,297222468
1731,260940531
1732,303292633
1733,253990396
1734,76711340
1735,250119949
1736,282036256
1737,176383926
1738,273317627
1739,235971743
1740,553514
1741,82816352
1742,289256703
1743,287387764
1744,266666941
1745,3073450
1746,16775569
1747,273569273
1748,175547745
1749,278491047
1750,62626081
1751,184155541
1752,260754577
1753,315023238
1754,109514287
1755,305858941
1756,142155317
1757,289659376
1758,535620
1759,47000635
1760,296536345
1761,573745
1762,511868
1763,285479993
1764,153816757
1765,290989772
1766,237972971
1767,301034522
1768,666082
1769,18253498
1770,44036362
1771,235829304
1772,295783282
1773,305872852
1774,6216704
1775,251539688
1776,295469761
1777,289590256
1778,43210477
1779,63823167
1780,89978190
1781,141042111
1782,158408886
1783,271718573
1784,244102986
1785,191359
1786,296824436
1787,313316247
1788,275091598
1789,295430558
1790,31689843
1791,254000679
1792,33973526
1793,290861703
1794,305235256
1795,15450789
1796,287397023
1797,271221395
1798,187451859
1799,288859177
1800,20989856
1801,270743389
1802,136722982
1803,271243201
1804,243540106
1805,187489005
1806,103947200
1807,35278994
1808,63147640
1809,305659623
1810,297875800
1811,259678444
1812,236929969
1813,23149913
1814,22495975
1815,256895389
1816,107796084
1817,304384877
1818,238696433
1819,302940555
1820,305082988
1821,211488
1822,215335437
1823,99921430
1824,265432827
1825,305349994
1826,204517988
1827,298321810
1828,295772231
1829,263531736
1830,118873364
1831,236999524
1832,171099013
1833,243410449
1834,13267376
1835,314432904
1836,241083220
1837,292607704
1838,71144084
1839,25975189
1840,29561035
1841,263961453
1842,295634486
1843,288341341
1844,251857043
1845,283856795
1846,188371160
1847,262461343
1848,238749233
1849,234738038
1850,301778339
1851,306823478
1852,149464118
1853,262119796
1854,309626563
1855,199161472
1856,241960318
1857,67276451
1858,284107818
1859,148441511
1860,303416512
1861,975705
1862,92568617
1863,306784048
1864,308637740
1865,31555160
1866,241936435
1867,45230007
1868,283508519
1869,17021003
1870,21653587
1871,2066533
1872,81752163
1873,103935371
1874,71144263
1875,200150
1876,311124578
1877,2066525
1878,212970718
1879,266840307
1880,242914932
1881,2511041
1882,71144334
1883,256363469
1884,51955212
1885,280387169
1886,297136811
1887,240436505
1888,94407801
1889,293059707
1890,168936744
1891,2741722
1892,206523891
1893,198257709
1894,115061853
1895,55049956
1896,123494662
1897,313310682
1898,233722069
1899,243626163
1900,70864766
1901,115898015
1902,284263433
1903,311558561
1904,280845034
1905,65099270
1906,100209216
1907,65689592
1908,6434199
1909,305396607
1910,274950574
1911,285741720
1912,71144560
1913,222354970
1914,205648402
1915,56702957
1916,292549218
1917,85727144
1918,273824071
1919,272867086
1920,176867016
1921,298690776
1922,4808829
1923,412784
1924,259640993
1925,199238717
1926,244051357
1927,292247722
1928,49513799
1929,18268818
1930,283915114
1931,249251690
1932,273558743
1933,301365695
1934,143225193
1935,311965953
1936,212985106
1937,313736239
1938,24685963
1939,313405468
1940,310624266
1941,2042996
1942,233619404
1943,60297013
1944,62855751
1945,96763037
1946,1834700
1947,298958981
1948,177225937
1949,114540007
1950,309647341
1951,30417947
1952,295480715
1953,299626438
1954,171043027
1955,287629756
1956,102175309
1957,313982863
1958,260666201
1959,305391915
1960,249202551
1961,221125367
1962,152813406
1963,82124095
1964,280049105
1965,2066531
1966,173733951
1967,181544671
1968,274105072
1969,314436803
1970,282255411
1971,241294029
1972,638452
1973,307009208
1974,267160839
1975,282035158
1976,298758588
1977,287388466
1978,304413505
1979,1990496
1980,302187323
1981,48163821
1982,2208421
1983,130479642
1984,300269806
1985,300836771
1986,294114759
1987,279219659
1988,292950487
1989,311127548
1990,314614881
1991,283746362
1992,69909761
1993,296125542
1994,395959
1995,286406483
1996,303138037
1997,297118572
1998,297527220
1999,2140554
2000,281628436
2001,307922555
2002,122587543
2003,299998661
2004,209234611
2005,301055789
2006,291029685
2007,183592219
2008,198322709
2009,48273995
2010,65801110
2011,274557710
2012,269910185
2013,150801909
2014,277607236
2015,231794638
2016,44043140
2017,273083886
2018,264314099
2019,205373688
2020,275487459
2021,308608415
2022,314546015
2023,171020867
2024,292950431
2025,290141478
2026,303170348
2027,181906274
2028,296049057
2029,290847023
2030,304934767
2031,246308475
2032,87375426
2033,308165210
2034,278165276
2035,138208492
2036,44046116
2037,262080879
2038,292321417
2039,56868981
2040,83643119
2041,246295054
2042,129923103
2043,252103619
2044,22520165
2045,194811940
2046,274271150
2047,292100662
2048,284705193
2049,306832605
2050,13747829
2051,56829414
2052,264051593
2053,292884400
2054,137160290
2055,293071556
2056,309555894
2057,304368143
2058,247800085
2059,257263449
2060,296819399
2061,312223153
2062,310009818
2063,280831716
2064,176192190
2065,307637301
2066,11579803
2067,18997225
2068,99063305
2069,298829698
2070,189507979
2071,269905350
2072,237931686
2073,296215131
2074,11681399
2075,171102495
2076,92821136
2077,186510219
2078,314135223
2079,123789256
2080,97110591
2081,253518179
2082,310654880
2083,111002615
2084,278097843
2085,199139222
2086,2785974
2087,252323471
2088,280955238
2089,281824341
2090,1028062
2091,296438272
2092,134963056
2093,118100445
2094,287202664
2095,205652014
2096,62799670
2097,216789346
2098,293517904
2099,303883000
2100,291531283
2101,18245732
2102,271700703
2103,285899108
2104,207245954
2105,309304865
2106,283804069
2107,44403941
2108,278780840
2109,243757117
2110,96099072
2111,294031255
2112,294431309
2113,261880791
2114,235896386
2115,559102
2116,238688306
2117,305912271
2118,219585097
2119,248230418
2120,238219394
2121,101546305
2122,225875423
2123,277726926
2124,307896772
2125,177222677
2126,22455193
2127,278797296
2128,297880007
2129,112428630
2130,267633648
2131,278613841
2132,315811313
2133,309665516
2134,304740478
2135,303522581
2136,95799594
2137,286612473
2138,284335263
2139,248250690
2140,131098
2141,302171373
2142,303280481
2143,275688219
2144,301880062
2145,135357249
2146,37569967
2147,239760812
2148,303358911
